Semana,Dia,Tema Principal,Subtema,Aula,Link Aula,Link Questões
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Abordagem Integral na Atenção Primária,MFC - Hipertensão arterial sistêmica,Tratamento Não-Farmacológico,https://sanarflix.sanar.com.br/portal/sala-de-aula/12a86fff-8df4-4626-ad94-8d1b75ccdb2f/fa0d9f14-e32b-4b04-95bf-17d08fdfe160/video/8b6ae889-c658-4952-9bb6-2499cf48f8c7,https://sanarflix.sanar.com.br/portal/sala-de-aula/12a86fff-8df4-4626-ad94-8d1b75ccdb2f/fa0d9f14-e32b-4b04-95bf-17d08fdfe160/questoes/a30c44a2-33b7-4533-89ee-6c1618c60798
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Abordagem Integral na Atenção Primária,MFC - Hipertensão arterial sistêmica,Tratamento Farmacológico 1ª Linha,https://sanarflix.sanar.com.br/portal/sala-de-aula/12a86fff-8df4-4626-ad94-8d1b75ccdb2f/eb0e2a80-135f-44de-ae9d-018efd96638d/video/cb017aa9-6696-465d-9fb2-32d3885208bb,https://sanarflix.sanar.com.br/portal/sala-de-aula/12a86fff-8df4-4626-ad94-8d1b75ccdb2f/eb0e2a80-135f-44de-ae9d-018efd96638d/questoes/01dd4560-412d-4c03-8fe4-ffe5d0c90099
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Abordagem Integral na Atenção Primária,MFC - Hipertensão arterial sistêmica,Tratamento Farmacológico 2ª Linha,https://sanarflix.sanar.com.br/portal/sala-de-aula/12a86fff-8df4-4626-ad94-8d1b75ccdb2f/05a2afaf-c0b3-4445-844e-bb4ea2e448df/video/e8d95811-3726-4740-a19f-72c81ab3366a,https://sanarflix.sanar.com.br/portal/sala-de-aula/12a86fff-8df4-4626-ad94-8d1b75ccdb2f/05a2afaf-c0b3-4445-844e-bb4ea2e448df/questoes/3ceeb387-2e4f-46ff-8356-9ba74f3a0655
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Abordagem Integral na Atenção Primária,Saúde Mental - Transtornos de humor,Depressão: Quadro Clínico,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/7b4b8132-64e0-4212-932a-079d2234eeef/video/643fb98f-07b8-49bd-b202-5808b8ce8cf4,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/7b4b8132-64e0-4212-932a-079d2234eeef/questoes/04ce8323-c368-4455-a968-27129873e595
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Abordagem Integral na Atenção Primária,Saúde Mental - Transtornos de humor,Depressão: Diagnósticos Diferenciais,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/6f8ac76b-c355-4d66-a44f-52ae574893ec/video/53a295ca-625c-4c37-8892-c10289c66768,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/6f8ac76b-c355-4d66-a44f-52ae574893ec/questoes/1f4d0648-0507-4a41-b050-19899824f784
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Abordagem Integral na Atenção Primária,Saúde Mental - Transtornos de humor,Depressão: Antidepressivos,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/9c4e0e80-eead-47a5-953b-791025be5ed4/video/36c60806-1dbb-4180-a675-6162c3b0e77f,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/9c4e0e80-eead-47a5-953b-791025be5ed4/questoes/ba10900b-7dc0-4089-b3ed-046b3db6452b
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Abordagem Integral na Atenção Primária,Saúde Mental - Transtornos de humor,Depressão: Tratamento,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/1b93e94b-65ee-482b-86d4-99f7742cafe5/video/78a2eefb-ce58-4ec6-87d1-fb8890647367,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/1b93e94b-65ee-482b-86d4-99f7742cafe5/questoes/c190bfb5-b496-45eb-a2c6-6876bc4998e1
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Abordagem Integral na Atenção Primária,Saúde Mental - Transtornos de humor,Transtorno Bipolar,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/4f0b8b31-026a-4af9-b852-812abbcfb939/video/a098f775-77f5-469e-969a-5c9f6ec0dfe2,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/4f0b8b31-026a-4af9-b852-812abbcfb939/questoes/6b8548ca-f90e-4375-92b5-aa4a53119ec8
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Saúde Mental na APS,Saúde Coletiva - Ferramentas da atenção primária e indicadores de Saúde,Instrumentos de Abordagem Familiar,https://sanarflix.sanar.com.br/portal/sala-de-aula/672ede72-0f77-4ef8-9578-f246c6efd464/48af62dd-8221-4666-8f3c-6081e498ece2/video/3540639e-a6d0-49fa-85f6-6a7d80bb0469,https://sanarflix.sanar.com.br/portal/sala-de-aula/672ede72-0f77-4ef8-9578-f246c6efd464/48af62dd-8221-4666-8f3c-6081e498ece2/questoes/8e731314-18c3-494b-b5f9-6f55c611a25e
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Saúde Mental na APS,Saúde Coletiva - Ferramentas da atenção primária e indicadores de Saúde,Método Clínico Centrado na Pessoa,https://sanarflix.sanar.com.br/portal/sala-de-aula/672ede72-0f77-4ef8-9578-f246c6efd464/f20883f8-6dc5-452b-beda-2af7010b7c8b/video/61b0459a-0ca0-45b7-b01e-8f1bf33a3368,https://sanarflix.sanar.com.br/portal/sala-de-aula/672ede72-0f77-4ef8-9578-f246c6efd464/f20883f8-6dc5-452b-beda-2af7010b7c8b/questoes/94b71fc7-f1b6-40a1-9d2b-541ae21bf820
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Saúde Mental na APS,Saúde Coletiva - Ferramentas da atenção primária e indicadores de Saúde,SOAP,https://sanarflix.sanar.com.br/portal/sala-de-aula/672ede72-0f77-4ef8-9578-f246c6efd464/c1656fe9-53de-4d8f-9565-c143101f3994/video/9eb17b01-07cc-4d22-8c7b-09fb004328e7,https://sanarflix.sanar.com.br/portal/sala-de-aula/672ede72-0f77-4ef8-9578-f246c6efd464/c1656fe9-53de-4d8f-9565-c143101f3994/questoes/418f7ab5-797f-4b11-95da-157a8e844f24
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Saúde Mental na APS,Saúde Coletiva - Ferramentas da atenção primária e indicadores de Saúde,Projeto Terapêutico Singular,https://sanarflix.sanar.com.br/portal/sala-de-aula/672ede72-0f77-4ef8-9578-f246c6efd464/da76b228-41aa-45c9-978c-93adfbf55fb4/video/eb2556d2-b3c1-4ae2-8924-baac5a5eeee0,https://sanarflix.sanar.com.br/portal/sala-de-aula/672ede72-0f77-4ef8-9578-f246c6efd464/da76b228-41aa-45c9-978c-93adfbf55fb4/questoes/574deea0-b7de-465c-8887-3ae858d6e32e
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Saúde Mental na APS,Saúde Mental - Transtornos ansiosos,Abordagem Geral,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/e5eff354-fad3-4b7f-a114-ad6dc3e0ebcf/video/540f2fde-b20c-4200-8ec2-953206f72123,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/e5eff354-fad3-4b7f-a114-ad6dc3e0ebcf/questoes/69b0a499-f536-4140-9187-74712b062a56
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Saúde Mental na APS,Saúde Mental - Transtornos ansiosos,Transtorno do Pânico,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/faaf0002-aafd-41ac-b0b7-6e831892e950/video/9b3f0ef9-e59f-4663-9c7e-07f15a40cdb6,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/faaf0002-aafd-41ac-b0b7-6e831892e950/questoes/c1fa2c96-506c-4962-ab89-d4921c9aece3
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Saúde Mental na APS,Saúde Mental - Transtornos ansiosos,Tratamento,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/75030c90-537b-47e4-ada0-4d964dd0e6bd/video/38d55c39-e3f1-4742-83d3-87c3185662e2,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/75030c90-537b-47e4-ada0-4d964dd0e6bd/questoes/a30287c7-ba8e-4413-b6c7-3e8da0ad2188
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Saúde Mental na APS,Saúde Mental - Transtornos ansiosos,Transtorno Obsessivo-Compulsivo (TOC),https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/a851ba48-55e7-447f-9198-ebaf812341b5/video/08fbc54a-356e-49f1-bd5a-4ab60b706490,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/a851ba48-55e7-447f-9198-ebaf812341b5/questoes/f33f81c4-cebe-4e8f-83e7-942aef3a8845
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Saúde Mental na APS,Saúde Mental - Transtornos alimentares e transtornos sexuais,Transtornos Alimentares,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/2b0bc118-9d64-48bd-ba4c-9b8f9b388cf2/video/c2eddaa3-c0df-4145-b24d-64147c743898,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/2b0bc118-9d64-48bd-ba4c-9b8f9b388cf2/questoes/8f2a8dfd-f95a-4cd4-9a55-d106134c2496
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Saúde Mental na APS,Saúde Mental - Transtornos alimentares e transtornos sexuais,Transtornos Sexuais,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/c94da8e2-26b5-430c-8b81-5b9cd4f12aa7/video/3b124067-79a9-4ee3-aab4-14aaa26176a9,https://sanarflix.sanar.com.br/portal/sala-de-aula/6bd514e0-3d69-46e4-8e19-d525e9b2b1b8/c94da8e2-26b5-430c-8b81-5b9cd4f12aa7/questoes/08eb8f54-537d-462f-a405-bc80fa48220b
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,Saúde Coletiva - Vigilância em Saúde,Vigilância em Saúde,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/c48fa50e-7b48-453b-bd12-e9aed440ce25/video/0fbe294f-e723-47df-b7f2-29a9c5e3939b,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/c48fa50e-7b48-453b-bd12-e9aed440ce25/questoes/08c74552-9651-44ab-9513-8f708e6497ff
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,Saúde Coletiva - Vigilância em Saúde,Vigilância Epidemiológica e Sistemas de Informação,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/edadd3f6-2cdf-4a9b-8b1a-2468c2e329d4/video/1392cdab-364b-485e-86ec-629974f6ee40,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/edadd3f6-2cdf-4a9b-8b1a-2468c2e329d4/questoes/75648de0-5ec5-44d7-b75b-17f053ecff9e
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,Saúde Coletiva - Vigilância em Saúde,Rastreamentos: Critérios e Clínicos,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/aa00d13c-74b5-43b1-9269-fb669d8e5f1e/video/12d677ba-9e62-4fdc-957e-73b0f91eef02,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/aa00d13c-74b5-43b1-9269-fb669d8e5f1e/questoes/0967b51a-5da8-465c-b8b4-7b85e7daf6d6
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,Saúde Coletiva - Vigilância em Saúde,Rastreamentos Oncológicos,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/ad4dbbe3-3c7d-4206-a91f-a9d009486821/video/3b312ba9-d7d3-44b6-b832-987e0344b245,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/ad4dbbe3-3c7d-4206-a91f-a9d009486821/questoes/3e65586b-fac6-4a67-976b-305c5ee8af94
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,Saúde Coletiva - História natural da doença e níveis de prevenção,Conceitos Iniciais,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/74bef23f-ed40-434c-955a-8f3f341048ee/video/c4b93f8b-30f4-45d7-bed9-03cd46bcbfa4,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/74bef23f-ed40-434c-955a-8f3f341048ee/questoes/9d2c3a9d-64c5-4058-8ffa-98bf2ee34e80
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,Saúde Coletiva - História natural da doença e níveis de prevenção,Prevenção Primária,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/ca6e0dda-7744-4829-89ab-76f3b0e67cbe/video/cd066c5d-64b2-4d11-a0e5-15f918b445b5,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/ca6e0dda-7744-4829-89ab-76f3b0e67cbe/questoes/57837839-e362-430e-8acc-5d01d34faa44
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,Saúde Coletiva - História natural da doença e níveis de prevenção,Prevenção Secundária,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/a8976c74-6879-4836-a996-4fb24ee915e9/video/96ed79ef-5bdf-49b9-bf64-b75a5deb7340,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/a8976c74-6879-4836-a996-4fb24ee915e9/questoes/7a69f9e5-d47b-4627-872a-e95b29723b44
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,Saúde Coletiva - História natural da doença e níveis de prevenção,Prevenção Terciária,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/8ac29107-98af-445b-9dd9-73920e9b3919/video/142108f6-58a2-4063-baa2-03f01079bc79,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/8ac29107-98af-445b-9dd9-73920e9b3919/questoes/daf0a107-4354-45ed-ac8d-9c969e814f36
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,Saúde Coletiva - História natural da doença e níveis de prevenção,Prevenção Quaternária,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/f7ea5026-b215-459b-997d-a7157eea1541/video/496e2ae4-46cc-4c13-b311-645ecd9e0dd4,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/f7ea5026-b215-459b-997d-a7157eea1541/questoes/f5c485df-3801-4bee-8d0b-99fb57246874
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,MFC - Diabetes mellitus: complicações crônicas,Fisiopatologia das Complicações Crônicas,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/e5c14990-c4b7-49c1-b855-c7b67230eb02/video/d5a631b5-0517-4f72-8689-823414576edd,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/e5c14990-c4b7-49c1-b855-c7b67230eb02/questoes/ab19f19a-f078-4762-87f5-9a6550bc4be2
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,MFC - Diabetes mellitus: complicações crônicas,Nefropatia Diabética,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/93dd5d85-1613-4855-84fe-c6216f2a55c8/video/4c8bc72f-0084-43f7-9819-8d22e67598cb,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/93dd5d85-1613-4855-84fe-c6216f2a55c8/questoes/58007beb-372c-4d07-ad41-73a45ffedece
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,MFC - Diabetes mellitus: complicações crônicas,Retinopatia Diabética,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/d62fb4a6-86c9-4deb-86e1-73b6f2a9030f/video/0f4cdccf-3ab4-465c-97fd-a511a1cd76bd,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/d62fb4a6-86c9-4deb-86e1-73b6f2a9030f/questoes/78b46464-7931-4fc7-b319-786d70156748
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,MFC - Diabetes mellitus: complicações crônicas,Neuropatia Diabética - Polineuropatia Sensitivo-Motora,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/20b2317b-9884-4405-a03b-5bf5bcc84fa4/video/77d243d9-a1bd-4f03-b411-e199712dade9,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/20b2317b-9884-4405-a03b-5bf5bcc84fa4/questoes/7455ee8f-3cf1-49ec-a49d-ba843e252957
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,MFC - Diabetes mellitus: complicações crônicas,Neuropatia Autonômica,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/43ace174-f45f-449b-8976-d27c17225911/video/00f06e3b-57ef-4ce4-bb20-e709d77e2165,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/43ace174-f45f-449b-8976-d27c17225911/questoes/0cd3ea4e-c02b-407e-bb09-ea3799249a65
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,MFC - Diabetes mellitus: complicações crônicas,Pé Diabético,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/a2c134e3-2b28-4224-a6ed-3f8bca50c365/video/aa7e7ff0-f5f7-4d84-ac71-da3f85996b7d,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/a2c134e3-2b28-4224-a6ed-3f8bca50c365/questoes/07a2e4d3-07e7-408b-be5e-d588314e1c71
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,MFC - Diabetes mellitus: complicações crônicas,Rastreamento do Pé Diabético,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/975d63fc-24f8-43c0-8766-74680a099cc2/video/19dbd67d-200c-489c-b323-c179f9f545f5,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/975d63fc-24f8-43c0-8766-74680a099cc2/questoes/20f4868c-9e6b-4c73-928e-50b396533a19
Semana 08 (29/09-05/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância Epidemiológica e Saúde Mental,MFC - Diabetes mellitus: complicações crônicas,Complicações Macrovasculares,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/76df9bef-cb6c-427f-bf23-d7d4fb024601/video/a735b4e3-0309-4da8-95d3-a5507fc4e77a,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/76df9bef-cb6c-427f-bf23-d7d4fb024601/questoes/ed0859d2-84a5-40ce-b046-4ab8a08837d1
Semana 09 (06/10-12/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância em Doenças Infecciosas,Saúde Coletiva - Notificação Compulsória,Conceitos Iniciais,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/ae362e4a-6546-4458-99ef-98db122875e2/video/b6b382fc-e73c-4d09-92cc-692d30f93c1f,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/ae362e4a-6546-4458-99ef-98db122875e2/questoes/845caf2e-f05c-4929-b046-7dbe3de24fa8
Semana 09 (06/10-12/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância em Doenças Infecciosas,Saúde Coletiva - Notificação Compulsória,Agravos de Notificação,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/fa706e56-aba0-4af3-92c5-fa280d026f80/video/4ba23072-61a9-4129-8313-7ca43956cf90,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/fa706e56-aba0-4af3-92c5-fa280d026f80/questoes/f8fabf58-2d52-4e66-bc8d-39e15590d589
Semana 09 (06/10-12/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância em Doenças Infecciosas,Saúde Coletiva - Notificação Compulsória,Mosquitos e Animais,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/efcd4ad6-7468-482d-9ec0-0c9d6f1f44b5/video/679a1012-9fc0-4f28-b4ad-82b3f5b170c4,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/efcd4ad6-7468-482d-9ec0-0c9d6f1f44b5/questoes/cf31e113-df38-46c5-a232-d5b92729dca7
Semana 09 (06/10-12/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância em Doenças Infecciosas,Saúde Coletiva - Notificação Compulsória,Acidentes e Violência,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/02690fee-a263-4513-94a8-624fa1331408/video/00733271-6cbf-4d1d-a414-41c24975070b,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/02690fee-a263-4513-94a8-624fa1331408/questoes/191b29bb-532b-4c97-a05c-b2a0bc510ea9
Semana 09 (06/10-12/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância em Doenças Infecciosas,Saúde Coletiva - Notificação Compulsória,Outros Agravos,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/fffb9e41-b6f2-4363-b6a8-5e8ba906cfff/video/7f4f0a53-c50b-4f65-9225-9192157a386d,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/fffb9e41-b6f2-4363-b6a8-5e8ba906cfff/questoes/cf94547c-a610-4890-8ec0-bdb1f8fa5e46
Semana 09 (06/10-12/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância em Doenças Infecciosas,Saúde Coletiva - Endemia e Epidemia,Conceitos Básicos,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/739f53cb-a445-4e3a-91c3-b61fc93ad19f/video/113142e0-a4a3-4a0e-8de1-62a04a35933f,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/739f53cb-a445-4e3a-91c3-b61fc93ad19f/questoes/80fcf6cc-8e07-4bde-a44c-69d72b284b03
Semana 09 (06/10-12/10),"Dia 5 - Medicina de Família e Comunidade, Saúde Coletiva e Saúde Mental",Vigilância em Doenças Infecciosas,Saúde Coletiva - Endemia e Epidemia,Modos de Transmissão,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/23896fcb-a6fe-4e07-8c57-c8575b2c6f07/video/5798bd1a-7dd0-4734-b674-23ad965a1b0e,https://sanarflix.sanar.com.br/portal/sala-de-aula/ffc5c871-8309-481b-8ea9-4a5a24ed307e/23896fcb-a6fe-4e07-8c57-c8575b2c6f07/questoes/1b785807-0de8-4ba9-a2e9-62feda0d81c0
